mykCollegeId,UNITID
1816,198534.0
1817,198543.0
1818,198552.0
1819,198561.0
1820,198570.0
1821,198598.0
1822,198613.0
1823,198622.0
1824,198640.0
1825,198668.0
1826,198677.0
1827,198695.0
1828,198710.0
1829,198729.0
1830,198747.0
1831,198756.0
1832,198774.0
1833,198808.0
1834,198817.0
1835,198835.0
1836,198844.0
1837,198862.0
1838,198871.0
1839,198899.0
1840,198905.0
1841,198914.0
1842,198923.0
1844,198950.0
1845,198969.0
1846,198978.0
1847,198987.0
1848,199005.0
1850,199023.0
1851,199032.0
1852,199069.0
1853,199078.0
1854,199087.0
1855,199102.0
1856,199111.0
1857,199120.0
1858,199139.0
1859,199148.0
1860,199157.0
1861,199184.0
1862,199193.0
1863,199209.0
1864,199218.0
1865,199263.0
1866,
1867,199281.0
1868,199306.0
1869,
1870,199324.0
1871,199333.0
1872,199412.0
1873,199421.0
1874,199449.0
1875,199458.0
1876,199467.0
1877,199476.0
1878,199485.0
1879,199494.0
1880,199582.0
1881,199607.0
1882,199625.0
1883,199634.0
1884,199643.0
1885,199670.0
1886,199689.0
1887,199698.0
1889,199722.0
1890,199731.0
1891,199740.0
1892,199759.0
1893,199768.0
1894,199786.0
1895,199795.0
1896,
1897,
1898,
1899,
1900,
1901,
1902,
1903,
1904,
1905,
1906,199971.0
1907,
1908,
1909,
1910,200013.0
1911,200022.0
1912,200059.0
1913,200086.0
1914,200110.0
1915,200129.0
1916,200156.0
1917,200165.0
1918,200192.0
1919,200208.0
1920,200217.0
1921,200226.0
1922,200253.0
1923,200262.0
1924,200280.0
1925,200305.0
1926,200314.0
1927,200332.0
1928,
1929,200387.0
1930,200466.0
1931,200484.0
1932,200527.0
1933,200554.0
1934,
1935,200590.0
1936,200624.0
1937,200633.0
1938,200785.0
1939,200800.0
1940,200828.0
1941,200846.0
1942,200873.0
1943,201016.0
1944,201034.0
1945,201061.0
1946,201098.0
1947,201104.0
1948,201131.0
1949,201159.0
1950,201177.0
1951,201195.0
1952,201283.0
1953,201371.0
1954,201399.0
1955,201432.0
1956,201441.0
1957,201469.0
1958,201478.0
1959,201496.0
1960,201539.0
1961,201548.0
1965,201645.0
1966,201654.0
1967,201672.0
1968,201681.0
1969,201690.0
1970,201751.0
1971,201803.0
1972,201821.0
1973,201858.0
1974,201867.0
1975,201885.0
1976,201928.0
1977,201946.0
1978,201955.0
1979,201964.0
1980,201973.0
1981,201982.0
1982,202046.0
1983,202055.0
1984,202073.0
1985,202134.0
1986,202152.0
1987,202161.0
1988,202170.0
1989,202222.0
1990,202356.0
1991,202435.0
1992,202453.0
1993,202480.0
1994,202514.0
1995,202523.0
1996,202648.0
1997,202657.0
1998,202684.0
2000,202763.0
2001,202806.0
2002,202888.0
2003,202903.0
2004,202912.0
2005,202949.0
2006,202985.0
2007,203030.0
2008,203067.0
2009,203085.0
2010,203128.0
2011,203146.0
2012,203155.0
2014,203234.0
2015,203289.0
2017,203331.0
2018,203368.0
2019,203386.0
2020,203438.0
2021,203447.0
2022,203456.0
2023,203465.0
2024,203474.0
2025,203483.0
2026,203492.0
2027,203517.0
2028,203526.0
2029,203535.0
2030,203544.0
2031,203580.0
2032,203599.0
2033,203614.0
2034,203678.0
2035,203720.0
2036,203739.0
2037,203748.0
2038,203757.0
2039,203775.0
2040,203845.0
2041,203881.0
2042,203942.0
2043,203960.0
2044,203997.0
2045,204006.0
2046,204015.0
2047,204024.0
2048,204060.0
2049,204121.0
2050,204158.0
2051,204176.0
2052,204185.0
2053,204194.0
2054,204200.0
2055,
2056,204264.0
2058,204334.0
2059,204422.0
2060,204431.0
2061,204440.0
2062,204459.0
2063,204468.0
2064,204477.0
2065,204486.0
2066,204501.0
2068,204608.0
2069,204617.0
2070,204626.0
2071,204635.0
2072,204662.0
2073,204671.0
2074,204680.0
2075,204699.0
2076,204705.0
2077,204714.0
2078,204723.0
2079,204769.0
2080,204778.0
2081,204796.0
2082,204802.0
2083,204820.0
2084,204839.0
2085,204848.0
2086,204857.0
2087,204866.0
2088,204884.0
2089,204893.0
2090,204909.0
2091,204936.0
2092,204945.0
2093,204963.0
2094,204981.0
2095,204990.0
2096,205027.0
2097,205054.0
2098,205090.0
2099,205124.0
2100,205142.0
2101,205179.0
2102,
2103,205391.0
2104,205443.0
2105,205470.0
2109,205559.0
2113,205841.0
2114,205887.0
2115,205957.0
2116,205966.0
2117,206011.0
2118,206039.0
2119,206048.0
2120,
2121,206154.0
2122,206172.0
2123,206181.0
2124,206215.0
2126,206279.0
2127,206288.0
2128,
2129,
2130,
2131,206394.0
2132,
2133,
2135,
2136,
2137,
2138,
2139,206589.0
2140,
2141,
2142,
2144,
2145,206783.0
2146,206817.0
2147,206835.0
2148,206862.0
2149,206880.0
2150,206905.0
2151,206914.0
2152,206923.0
2153,206932.0
2154,206941.0
2155,206969.0
2156,206996.0
2157,207041.0
2158,207050.0
2159,207069.0
2160,207087.0
2161,207102.0
2162,207157.0
2164,207209.0
2165,207236.0
2166,207254.0
2167,207263.0
2168,207272.0
2169,207281.0
2170,207290.0
2171,207306.0
2172,207315.0
2173,207324.0
2174,207342.0
2175,207351.0
2176,207388.0
2177,207397.0
2178,207403.0
2179,207449.0
2180,207458.0
2181,207500.0
2183,207564.0
2184,207582.0
2186,207625.0
2187,207661.0
2188,207670.0
2190,207704.0
2191,
2192,207740.0
2193,207786.0
2194,207847.0
2195,207856.0
2196,207865.0
2197,207935.0
2198,207962.0
2199,
2200,
2201,208026.0
2202,
2203,
2204,208053.0
2206,208123.0
2207,208187.0
2208,208239.0
2209,208248.0
2210,208275.0
2211,208318.0
2212,208390.0
2213,208406.0
2214,208415.0
2215,208433.0
2216,208479.0
2217,208488.0
2218,208512.0
2219,208637.0
2220,208646.0
2221,208655.0
2222,208725.0
2223,208822.0
2224,208859.0
2226,209038.0
2227,209056.0
2228,209065.0
2229,209074.0
2230,209083.0
2231,209108.0
2232,209153.0
2233,209205.0
2234,209241.0
2235,209250.0
2236,209287.0
2237,209296.0
2238,209409.0
2239,209490.0
2240,209506.0
2241,209533.0
2242,209542.0
2243,209551.0
2244,209603.0
2245,209612.0
2246,209667.0
2247,209676.0
2248,209694.0
2249,209700.0
2250,209719.0
2251,209746.0
2252,209807.0
2253,
2254,209922.0
2255,209940.0
2256,209986.0
2257,210076.0
2259,210146.0
2260,210155.0
2261,210234.0
2262,210270.0
2263,
2264,210331.0
2265,210340.0
2267,
2268,
2269,
2270,
2271,210474.0
2273,210492.0
2274,210508.0
2275,210571.0
2276,210599.0
2277,210605.0
2278,210669.0
2279,210711.0
2280,210739.0
2281,210748.0
2282,210775.0
2283,210784.0
2284,210890.0
2286,210942.0
2287,210951.0
2288,210960.0
2289,211006.0
2290,211024.0
2291,211079.0
2292,211088.0
2293,211130.0
2295,211158.0
2296,211200.0
2297,211273.0
2298,211291.0
2299,211307.0
2300,211316.0
2301,211334.0
2302,211343.0
2303,211352.0
2304,211361.0
2306,211431.0
2307,211440.0
2308,211468.0
2309,211477.0
2310,211556.0
2311,211583.0
2312,211608.0
2313,211617.0
2314,211635.0
2315,211644.0
2316,211802.0
2317,211820.0
2318,211893.0
2319,211909.0
2320,211927.0
2321,211981.0
2322,212009.0
2323,212018.0
2324,212045.0
2325,212054.0
2327,212106.0
2328,212115.0
2329,212133.0
2330,212160.0
2331,212197.0
2333,212230.0
2334,212267.0
2335,212276.0
2337,212294.0
2338,212300.0
2339,212328.0
2340,212337.0
2341,212355.0
2342,212373.0
2343,212382.0
2344,212391.0
2345,212434.0
2346,212443.0
2347,212452.0
2348,212568.0
2349,212577.0
2350,212601.0
2351,212656.0
2352,212674.0
2353,212753.0
2354,212771.0
2355,212832.0
2356,212869.0
2357,212878.0
2358,212911.0
2359,212975.0
2360,212984.0
2361,212993.0
2362,213002.0
2363,213011.0
2364,213020.0
2365,213163.0
2366,213181.0
2367,213215.0
2368,213233.0
2369,213251.0
2370,213303.0
2371,213321.0
2372,213330.0
2373,213349.0
2374,213358.0
2375,213367.0
2376,213376.0
2377,213385.0
2378,213400.0
2379,213446.0
2380,213455.0
2381,213473.0
2382,213491.0
2383,213507.0
2384,213525.0
2385,213534.0
2386,213543.0
2387,213552.0
2388,213570.0
2389,213589.0
2390,213598.0
2391,213613.0
2392,213622.0
2393,213631.0
2395,213659.0
2396,213668.0
2397,213774.0
2398,213783.0
2399,213826.0
2400,
2401,213932.0
2402,213987.0
2403,213996.0
2404,214023.0
2405,214041.0
2406,214069.0
2407,214111.0
2408,214148.0
2409,214157.0
2410,214166.0
2411,214175.0
2412,214254.0
2413,214272.0
2414,214290.0
2415,214379.0
2416,214476.0
2417,214528.0
2419,214564.0
2420,214582.0
2421,214591.0
2422,214607.0
2423,214616.0
2424,214625.0
2425,214634.0
2426,214643.0
2427,214652.0
2428,214670.0
2429,214689.0
2430,214698.0
2431,214704.0
2432,214713.0
2433,214731.0
2434,214740.0
2435,214759.0
2436,214768.0
2437,214777.0
2438,214786.0
2439,214795.0
2440,214801.0
2441,214810.0
2442,214829.0
2443,214883.0
2444,214892.0
2445,214944.0
2447,214971.0
2448,215008.0
2450,215044.0
2451,215053.0
2452,215062.0
2453,215099.0
2454,215105.0
2455,215114.0
2456,215123.0
2457,
2458,215239.0
2459,
2460,
2461,
2462,
2463,
2464,215336.0
2465,215381.0
2466,215390.0
2467,215415.0
2468,215424.0
2470,215442.0
2471,215479.0
2472,215530.0
2473,215585.0
2474,215594.0
2475,215619.0
2476,215628.0
2477,215637.0
2478,215646.0
2479,215655.0
2480,215682.0
2481,215691.0
2482,215743.0
2483,215770.0
2484,215798.0
2485,215813.0
2486,215886.0
2487,
2488,215947.0
2489,
2490,215983.0
2491,215992.0
2492,216010.0
2493,216038.0
2494,216047.0
2495,216074.0
2496,216083.0
2497,216162.0
2498,216223.0
2499,216278.0
2500,216287.0
2501,216296.0
2502,216311.0
2503,216339.0
2504,216348.0
2505,216357.0
2506,216366.0
2507,216418.0
2508,216427.0
2509,216436.0
2510,216445.0
2511,216454.0
2512,216463.0
2513,
2514,
2515,
2516,
2517,
2518,
2519,
2520,
2521,
2522,
2523,
2524,
2525,216782.0
2526,
2527,
2528,
2529,
2530,
2531,
2532,
2533,
2534,
2535,217156.0
2536,217165.0
2537,217235.0
2538,217305.0
2539,217323.0
2541,217402.0
2542,217420.0
2543,217475.0
2544,
2545,217493.0
2546,217518.0
2547,217536.0
2548,217572.0
2549,217581.0
2550,217606.0
2551,217615.0
2552,217624.0
2553,217633.0
2554,217688.0
2555,217712.0
2556,217721.0
2557,217749.0
2558,217776.0
2559,217794.0
2560,217819.0
2561,217828.0
2562,217837.0
2563,217864.0
2564,217873.0
2565,217882.0
2566,217891.0
2567,217907.0
2568,217925.0
2569,217934.0
2570,217961.0
2571,217989.0
2572,217998.0
2573,218025.0
2574,218043.0
2575,218061.0
2576,218070.0
2577,218113.0
2578,218140.0
2579,218159.0
2580,218195.0
2581,218229.0
2582,218238.0
2583,218335.0
2584,218353.0
2585,218399.0
2586,218414.0
2587,218441.0
2588,218487.0
2589,218520.0
2590,218539.0
2591,
2592,
2593,
2594,
2595,
2596,
2597,
2598,218724.0
2599,218733.0
2600,
2601,218751.0
2602,218821.0
2603,218830.0
2604,218858.0
2605,218867.0
2606,218885.0
2607,218894.0
2608,
2609,
2610,
2611,
2612,
2613,219000.0
2614,219037.0
2615,219046.0
2617,219082.0
2618,219091.0
2619,219125.0
2620,219143.0
2621,219170.0
2622,219189.0
2623,219198.0
2624,219204.0
2625,219213.0
2626,219240.0
2627,219259.0
2628,219277.0
2629,219295.0
2630,219338.0
2631,219347.0
2632,219356.0
2633,219374.0
2634,
2635,219392.0
2636,219408.0
2637,219426.0
2638,219453.0
2639,
2640,
2641,219505.0
2642,219578.0
2643,219587.0
2644,219596.0
2645,219602.0
2646,219639.0
2647,219709.0
2648,219718.0
2649,219790.0
2650,219806.0
2651,219824.0
2652,219833.0
2653,219842.0
2654,219879.0
2655,219888.0
2656,219903.0
2657,219921.0
2658,219949.0
2659,219976.0
2660,219994.0
2661,220002.0
2662,220057.0
2663,220075.0
2664,220118.0
2665,220127.0
2666,220163.0
2667,220181.0
2668,
2669,220215.0
2670,220251.0
2671,220279.0
2672,220312.0
2673,220321.0
2674,220394.0
2675,220400.0
2676,220464.0
2677,220473.0
2678,220491.0
2679,220516.0
2680,220552.0
2682,220598.0
2683,220604.0
2684,220613.0
2685,220631.0
2686,220640.0
2687,220701.0
2688,220710.0
2689,220756.0
2690,220765.0
2691,220792.0
2692,220808.0
2693,220853.0
2694,220862.0
2695,220871.0
2696,220978.0
2697,220996.0
2698,221050.0
2699,221096.0
2700,221102.0
2701,221148.0
2702,221157.0
2703,221184.0
2704,221236.0
2705,221254.0
2706,221281.0
2707,221333.0
2708,221351.0
2709,221388.0
2710,221397.0
2711,221430.0
2712,221485.0
2713,221494.0
2714,221519.0
2715,221582.0
2716,221591.0
2717,221607.0
2718,221616.0
2719,221625.0
2720,221634.0
2721,221643.0
2722,221661.0
2723,221670.0
2724,221731.0
2725,221740.0
2726,221759.0
2727,221768.0
2728,221795.0
2729,221829.0
2730,221838.0
2731,221847.0
2732,221892.0
2733,221908.0
2734,221953.0
2735,221971.0
2737,
2739,
2740,
2741,
2742,
2743,222178.0
2744,222567.0
2745,222576.0
2746,222822.0
2747,222831.0
2748,222877.0
2749,222886.0
2750,222938.0
2751,222983.0
2752,222992.0
2753,223001.0
2754,223056.0
2755,223083.0
2756,223117.0
2757,223223.0
2758,223232.0
2759,223320.0
2760,223427.0
2761,223463.0
2762,
2763,223506.0
2764,223524.0
2765,223773.0
2766,223816.0
2767,223852.0
2768,223898.0
2769,223922.0
2770,224004.0
2771,224013.0
2772,224110.0
2773,224147.0
2774,224156.0
2775,224226.0
2776,224244.0
2777,224271.0
2778,224305.0
2779,224323.0
2780,224350.0
2782,224527.0
2783,224545.0
2784,224554.0
2785,224572.0
2786,224615.0
2787,224642.0
2788,
2789,
2790,224712.0
2791,224758.0
2792,224776.0
2793,224828.0
2794,224891.0
2795,224961.0
2796,225070.0
2797,225201.0
2798,225247.0
2799,225308.0
2800,225371.0
2801,225399.0
2802,225414.0
2803,225423.0
2804,225432.0
2805,225502.0
2806,225511.0
2807,225520.0
2808,225548.0
2809,225575.0
2810,
2811,225779.0
2814,225876.0
2815,225885.0
2816,225991.0
2817,226019.0
2818,226091.0
2819,226107.0
2820,226116.0
2821,226125.0
2822,226134.0
2823,226152.0
2824,226204.0
2825,226231.0
2826,226277.0
2828,226383.0
2829,226408.0
2830,226471.0
2831,226578.0
2832,226587.0
2833,226675.0
2835,226806.0
2836,226833.0
2837,
2838,
2839,226903.0
2840,226930.0
2841,227003.0
2842,227058.0
2843,227146.0
2844,227155.0
2845,227182.0
2846,227191.0
2847,227216.0
2848,227225.0
2849,
2850,227289.0
2851,227298.0
2852,227304.0
2853,227313.0
2854,227322.0
2855,227331.0
2856,227368.0
2857,227377.0
2858,227386.0
2859,227401.0
2860,227429.0
2861,227526.0
2862,227687.0
2863,227748.0
2864,227757.0
2865,227766.0
2866,227836.0
2867,227845.0
2868,227854.0
2869,
2870,227881.0
2871,227924.0
2872,227979.0
2873,228042.0
2874,228088.0
2875,228149.0
2876,228158.0
2877,228185.0
2878,228194.0
2879,228200.0
2880,228219.0
2881,228246.0
2882,228282.0
2883,228316.0
2884,228325.0
2885,228343.0
2886,228431.0
2887,228459.0
2888,228468.0
2889,228486.0
2890,228501.0
2891,228529.0
2892,228547.0
2893,228608.0
2894,
2895,228644.0
2896,228653.0
2897,228699.0
2898,228705.0
2899,228723.0
2900,228769.0
2901,228778.0
2902,228787.0
2903,228796.0
2904,228802.0
2905,228866.0
2906,228875.0
2907,228884.0
2908,228909.0
2909,228981.0
2910,229018.0
2911,229027.0
2912,229036.0
2913,229063.0
2914,229115.0
